Population_Scenario,Year,WWTP_Scenario,P(RQ_SW_API1=0-1),P(RQ_SW_API2=0-1),P(RQ_SW_API3=0-1),P(RQ_SW_API4=0-1),P(RQ_SW_API1=1-10),P(RQ_SW_API2=1-10),P(RQ_SW_API3=1-10),P(RQ_SW_API4=1-10),P(RQ_SW_API1=10-100),P(RQ_SW_API2=10-100),P(RQ_SW_API3=10-100),P(RQ_SW_API4=10-100),P(RQ_SW_API1=100-1000),P(RQ_SW_API2=100-1000),P(RQ_SW_API3=100-1000),P(RQ_SW_API4=100-1000),P(RQ_SW_API1=1000-10000),P(RQ_SW_API2=1000-10000),P(RQ_SW_API3=1000-10000),P(RQ_SW_API4=1000-10000),P(RQ_SW_API1=10000-inf),P(RQ_SW_API2=10000-inf),P(RQ_SW_API3=10000-inf),P(RQ_SW_API4=10000-inf),RQ_Threshhold,P(Sum_RQ=0-1),P(Sum_RQ=1-10),P(Sum_RQ=10-100),P(Sum_RQ=100-1000),P(Sum_RQ=1000-10000),P(Sum_RQ=10000-100000),P(Sum_RQ=100000-inf),P(Threshold_Exceedence=true)
Main,2040,High,0.16667,0.27289,0.02779,0.16667,0.16667,0.43366,0.19234,0.16667,0.16667,0.29344,0.44214,0.16667,0.16667,0,0.33772,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,Low,0.16667,0.15119,0.00347,0.16667,0.16667,0.43454,0.10004,0.16667,0.16667,0.41427,0.4197,0.16667,0.16667,0,0.47678,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,Low,0.16667,0.15119,0.00347,0.16667,0.16667,0.43454,0.10004,0.16667,0.16667,0.41427,0.4197,0.16667,0.16667,0,0.47678,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,Low,0.16667,0.15119,0.00347,0.16667,0.16667,0.43454,0.10004,0.16667,0.16667,0.41427,0.4197,0.16667,0.16667,0,0.47678,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,Low,0.16667,0.15119,0.00347,0.16667,0.16667,0.43454,0.10004,0.16667,0.16667,0.41427,0.4197,0.16667,0.16667,0,0.47678,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,Low,0.16667,0.15119,0.00347,0.16667,0.16667,0.43454,0.10004,0.16667,0.16667,0.41427,0.4197,0.16667,0.16667,0,0.47678,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,Medium,0.16667,0.18596,0.01042,0.16667,0.16667,0.43429,0.12641,0.16667,0.16667,0.37975,0.42611,0.16667,0.16667,0,0.43705,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,Medium,0.16667,0.18596,0.01042,0.16667,0.16667,0.43429,0.12641,0.16667,0.16667,0.37975,0.42611,0.16667,0.16667,0,0.43705,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,Medium,0.16667,0.18596,0.01042,0.16667,0.16667,0.43429,0.12641,0.16667,0.16667,0.37975,0.42611,0.16667,0.16667,0,0.43705,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,Medium,0.16667,0.18596,0.01042,0.16667,0.16667,0.43429,0.12641,0.16667,0.16667,0.37975,0.42611,0.16667,0.16667,0,0.43705,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,Medium,0.16667,0.18596,0.01042,0.16667,0.16667,0.43429,0.12641,0.16667,0.16667,0.37975,0.42611,0.16667,0.16667,0,0.43705,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,None,0.16667,0.1338,0,0.16667,0.16667,0.43467,0.08686,0.16667,0.16667,0.43153,0.41649,0.16667,0.16667,0,0.49665,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,None,0.16667,0.1338,0,0.16667,0.16667,0.43467,0.08686,0.16667,0.16667,0.43153,0.41649,0.16667,0.16667,0,0.49665,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,None,0.16667,0.1338,0,0.16667,0.16667,0.43467,0.08686,0.16667,0.16667,0.43153,0.41649,0.16667,0.16667,0,0.49665,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,None,0.16667,0.1338,0,0.16667,0.16667,0.43467,0.08686,0.16667,0.16667,0.43153,0.41649,0.16667,0.16667,0,0.49665,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2040,None,0.16667,0.1338,0,0.16667,0.16667,0.43467,0.08686,0.16667,0.16667,0.43153,0.41649,0.16667,0.16667,0,0.49665,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,High,0.16667,0.44349,0.03097,0.16667,0.16667,0.35074,0.20406,0.16667,0.16667,0.20576,0.44458,0.16667,0.16667,0,0.32039,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,High,0.16667,0.44349,0.03097,0.16667,0.16667,0.35074,0.20406,0.16667,0.16667,0.20576,0.44458,0.16667,0.16667,0,0.32039,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,High,0.16667,0.44349,0.03097,0.16667,0.16667,0.35074,0.20406,0.16667,0.16667,0.20576,0.44458,0.16667,0.16667,0,0.32039,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,High,0.16667,0.44349,0.03097,0.16667,0.16667,0.35074,0.20406,0.16667,0.16667,0.20576,0.44458,0.16667,0.16667,0,0.32039,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,High,0.16667,0.44349,0.03097,0.16667,0.16667,0.35074,0.20406,0.16667,0.16667,0.20576,0.44458,0.16667,0.16667,0,0.32039,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,Low,0.16667,0.33894,0.00387,0.16667,0.16667,0.37057,0.11018,0.16667,0.16667,0.29049,0.43363,0.16667,0.16667,0,0.45232,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,Low,0.16667,0.33894,0.00387,0.16667,0.16667,0.37057,0.11018,0.16667,0.16667,0.29049,0.43363,0.16667,0.16667,0,0.45232,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,Low,0.16667,0.33894,0.00387,0.16667,0.16667,0.37057,0.11018,0.16667,0.16667,0.29049,0.43363,0.16667,0.16667,0,0.45232,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,Low,0.16667,0.33894,0.00387,0.16667,0.16667,0.37057,0.11018,0.16667,0.16667,0.29049,0.43363,0.16667,0.16667,0,0.45232,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,Low,0.16667,0.33894,0.00387,0.16667,0.16667,0.37057,0.11018,0.16667,0.16667,0.29049,0.43363,0.16667,0.16667,0,0.45232,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,Medium,0.16667,0.36881,0.01161,0.16667,0.16667,0.3649,0.137,0.16667,0.16667,0.26628,0.43676,0.16667,0.16667,0,0.41463,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,Medium,0.16667,0.36881,0.01161,0.16667,0.16667,0.3649,0.137,0.16667,0.16667,0.26628,0.43676,0.16667,0.16667,0,0.41463,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,Medium,0.16667,0.36881,0.01161,0.16667,0.16667,0.3649,0.137,0.16667,0.16667,0.26628,0.43676,0.16667,0.16667,0,0.41463,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,Medium,0.16667,0.36881,0.01161,0.16667,0.16667,0.3649,0.137,0.16667,0.16667,0.26628,0.43676,0.16667,0.16667,0,0.41463,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,Medium,0.16667,0.36881,0.01161,0.16667,0.16667,0.3649,0.137,0.16667,0.16667,0.26628,0.43676,0.16667,0.16667,0,0.41463,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,None,0.16667,0.324,0,0.16667,0.16667,0.3734,0.09677,0.16667,0.16667,0.30259,0.43206,0.16667,0.16667,0,0.47117,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,None,0.16667,0.324,0,0.16667,0.16667,0.3734,0.09677,0.16667,0.16667,0.30259,0.43206,0.16667,0.16667,0,0.47117,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,None,0.16667,0.324,0,0.16667,0.16667,0.3734,0.09677,0.16667,0.16667,0.30259,0.43206,0.16667,0.16667,0,0.47117,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,None,0.16667,0.324,0,0.16667,0.16667,0.3734,0.09677,0.16667,0.16667,0.30259,0.43206,0.16667,0.16667,0,0.47117,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
Main,2050,None,0.16667,0.324,0,0.16667,0.16667,0.3734,0.09677,0.16667,0.16667,0.30259,0.43206,0.16667,0.16667,0,0.47117,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,High,0.16667,0.02392,0.02093,0.16667,0.16667,0.18014,0.16697,0.16667,0.16667,0.44155,0.43687,0.16667,0.16667,0.35438,0.37523,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,High,0.16667,0.02392,0.02093,0.16667,0.16667,0.18014,0.16697,0.16667,0.16667,0.44155,0.43687,0.16667,0.16667,0.35438,0.37523,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,High,0.16667,0.02392,0.02093,0.16667,0.16667,0.18014,0.16697,0.16667,0.16667,0.44155,0.43687,0.16667,0.16667,0.35438,0.37523,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,High,0.16667,0.02392,0.02093,0.16667,0.16667,0.18014,0.16697,0.16667,0.16667,0.44155,0.43687,0.16667,0.16667,0.35438,0.37523,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,High,0.16667,0.02392,0.02093,0.16667,0.16667,0.18014,0.16697,0.16667,0.16667,0.44155,0.43687,0.16667,0.16667,0.35438,0.37523,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,Low,0.16667,0.00299,0.00262,0.16667,0.16667,0.08793,0.0781,0.16667,0.16667,0.40878,0.38954,0.16667,0.16667,0.50031,0.52974,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,Low,0.16667,0.00299,0.00262,0.16667,0.16667,0.08793,0.0781,0.16667,0.16667,0.40878,0.38954,0.16667,0.16667,0.50031,0.52974,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,Low,0.16667,0.00299,0.00262,0.16667,0.16667,0.08793,0.0781,0.16667,0.16667,0.40878,0.38954,0.16667,0.16667,0.50031,0.52974,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,Low,0.16667,0.00299,0.00262,0.16667,0.16667,0.08793,0.0781,0.16667,0.16667,0.40878,0.38954,0.16667,0.16667,0.50031,0.52974,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,Low,0.16667,0.00299,0.00262,0.16667,0.16667,0.08793,0.0781,0.16667,0.16667,0.40878,0.38954,0.16667,0.16667,0.50031,0.52974,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,Medium,0.16667,0.00897,0.00785,0.16667,0.16667,0.11427,0.10349,0.16667,0.16667,0.41814,0.40307,0.16667,0.16667,0.45861,0.48559,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,Medium,0.16667,0.00897,0.00785,0.16667,0.16667,0.11427,0.10349,0.16667,0.16667,0.41814,0.40307,0.16667,0.16667,0.45861,0.48559,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,Medium,0.16667,0.00897,0.00785,0.16667,0.16667,0.11427,0.10349,0.16667,0.16667,0.41814,0.40307,0.16667,0.16667,0.45861,0.48559,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,Medium,0.16667,0.00897,0.00785,0.16667,0.16667,0.11427,0.10349,0.16667,0.16667,0.41814,0.40307,0.16667,0.16667,0.45861,0.48559,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,Medium,0.16667,0.00897,0.00785,0.16667,0.16667,0.11427,0.10349,0.16667,0.16667,0.41814,0.40307,0.16667,0.16667,0.45861,0.48559,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,None,0.16667,0,0,0.16667,0.16667,0.07475,0.06541,0.16667,0.16667,0.4041,0.38278,0.16667,0.16667,0.52115,0.55181,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,None,0.16667,0,0,0.16667,0.16667,0.07475,0.06541,0.16667,0.16667,0.4041,0.38278,0.16667,0.16667,0.52115,0.55181,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,None,0.16667,0,0,0.16667,0.16667,0.07475,0.06541,0.16667,0.16667,0.4041,0.38278,0.16667,0.16667,0.52115,0.55181,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,None,0.16667,0,0,0.16667,0.16667,0.07475,0.06541,0.16667,0.16667,0.4041,0.38278,0.16667,0.16667,0.52115,0.55181,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2010,None,0.16667,0,0,0.16667,0.16667,0.07475,0.06541,0.16667,0.16667,0.4041,0.38278,0.16667,0.16667,0.52115,0.55181,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,High,0.16667,0.02802,0.02451,0.16667,0.16667,0.19345,0.18022,0.16667,0.16667,0.44264,0.43962,0.16667,0.16667,0.33589,0.35565,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,High,0.16667,0.02802,0.02451,0.16667,0.16667,0.19345,0.18022,0.16667,0.16667,0.44264,0.43962,0.16667,0.16667,0.33589,0.35565,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,High,0.16667,0.02802,0.02451,0.16667,0.16667,0.19345,0.18022,0.16667,0.16667,0.44264,0.43962,0.16667,0.16667,0.33589,0.35565,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,High,0.16667,0.02802,0.02451,0.16667,0.16667,0.19345,0.18022,0.16667,0.16667,0.44264,0.43962,0.16667,0.16667,0.33589,0.35565,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,High,0.16667,0.02802,0.02451,0.16667,0.16667,0.19345,0.18022,0.16667,0.16667,0.44264,0.43962,0.16667,0.16667,0.33589,0.35565,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,Low,0.16667,0.0035,0.00306,0.16667,0.16667,0.10079,0.08956,0.16667,0.16667,0.42151,0.40529,0.16667,0.16667,0.47419,0.50209,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,Low,0.16667,0.0035,0.00306,0.16667,0.16667,0.10079,0.08956,0.16667,0.16667,0.42151,0.40529,0.16667,0.16667,0.47419,0.50209,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,Low,0.16667,0.0035,0.00306,0.16667,0.16667,0.10079,0.08956,0.16667,0.16667,0.42151,0.40529,0.16667,0.16667,0.47419,0.50209,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,Low,0.16667,0.0035,0.00306,0.16667,0.16667,0.10079,0.08956,0.16667,0.16667,0.42151,0.40529,0.16667,0.16667,0.47419,0.50209,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,Low,0.16667,0.0035,0.00306,0.16667,0.16667,0.10079,0.08956,0.16667,0.16667,0.42151,0.40529,0.16667,0.16667,0.47419,0.50209,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,Medium,0.16667,0.01051,0.00919,0.16667,0.16667,0.12727,0.11546,0.16667,0.16667,0.42755,0.4151,0.16667,0.16667,0.43468,0.46025,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,Medium,0.16667,0.01051,0.00919,0.16667,0.16667,0.12727,0.11546,0.16667,0.16667,0.42755,0.4151,0.16667,0.16667,0.43468,0.46025,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,Medium,0.16667,0.01051,0.00919,0.16667,0.16667,0.12727,0.11546,0.16667,0.16667,0.42755,0.4151,0.16667,0.16667,0.43468,0.46025,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,Medium,0.16667,0.01051,0.00919,0.16667,0.16667,0.12727,0.11546,0.16667,0.16667,0.42755,0.4151,0.16667,0.16667,0.43468,0.46025,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,Medium,0.16667,0.01051,0.00919,0.16667,0.16667,0.12727,0.11546,0.16667,0.16667,0.42755,0.4151,0.16667,0.16667,0.43468,0.46025,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,None,0.16667,0,0,0.16667,0.16667,0.08755,0.07661,0.16667,0.16667,0.4185,0.40038,0.16667,0.16667,0.49395,0.52301,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,None,0.16667,0,0,0.16667,0.16667,0.08755,0.07661,0.16667,0.16667,0.4185,0.40038,0.16667,0.16667,0.49395,0.52301,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,None,0.16667,0,0,0.16667,0.16667,0.08755,0.07661,0.16667,0.16667,0.4185,0.40038,0.16667,0.16667,0.49395,0.52301,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,None,0.16667,0,0,0.16667,0.16667,0.08755,0.07661,0.16667,0.16667,0.4185,0.40038,0.16667,0.16667,0.49395,0.52301,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2020,None,0.16667,0,0,0.16667,0.16667,0.08755,0.07661,0.16667,0.16667,0.4185,0.40038,0.16667,0.16667,0.49395,0.52301,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2030,High,0.16667,0.07289,0.02779,0.16667,0.16667,0.25324,0.19234,0.16667,0.16667,0.4187,0.44214,0.16667,0.16667,0.25517,0.33772,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2030,High,0.16667,0.07289,0.02779,0.16667,0.16667,0.25324,0.19234,0.16667,0.16667,0.4187,0.44214,0.16667,0.16667,0.25517,0.33772,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2030,High,0.16667,0.07289,0.02779,0.16667,0.16667,0.25324,0.19234,0.16667,0.16667,0.4187,0.44214,0.16667,0.16667,0.25517,0.33772,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2030,High,0.16667,0.07289,0.02779,0.16667,0.16667,0.25324,0.19234,0.16667,0.16667,0.4187,0.44214,0.16667,0.16667,0.25517,0.33772,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2030,High,0.16667,0.07289,0.02779,0.16667,0.16667,0.25324,0.19234,0.16667,0.16667,0.4187,0.44214,0.16667,0.16667,0.25517,0.33772,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2030,Low,0.16667,0.02648,0.00347,0.16667,0.16667,0.17668,0.10004,0.16667,0.16667,0.4366,0.4197,0.16667,0.16667,0.36024,0.47678,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2030,Low,0.16667,0.02648,0.00347,0.16667,0.16667,0.17668,0.10004,0.16667,0.16667,0.4366,0.4197,0.16667,0.16667,0.36024,0.47678,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2030,Low,0.16667,0.02648,0.00347,0.16667,0.16667,0.17668,0.10004,0.16667,0.16667,0.4366,0.4197,0.16667,0.16667,0.36024,0.47678,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,100,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2030,Low,0.16667,0.02648,0.00347,0.16667,0.16667,0.17668,0.10004,0.16667,0.16667,0.4366,0.4197,0.16667,0.16667,0.36024,0.47678,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2030,Low,0.16667,0.02648,0.00347,0.16667,0.16667,0.17668,0.10004,0.16667,0.16667,0.4366,0.4197,0.16667,0.16667,0.36024,0.47678,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,10000,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
High,2030,Medium,0.16667,0.03974,0.01042,0.16667,0.16667,0.19856,0.12641,0.16667,0.16667,0.43148,0.42611,0.16667,0.16667,0.33022,0.43705,0.16667,0.16667,0,0,0.16667,0.16667,0,0,0.16667,1,0.00003,0.00491,0.03631,0.11466,0.25775,0.58633,0,0.70743
